gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,Yes,New (0-12m),0,1,19.133333333333333,0.6666666666666679,Low_Value
Female,No,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,Established (13-36m),1,1,30.315384615384616,0.5346153846153854,Low_Value
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,New (0-12m),2,0,89.9,0.0,Top_Value
Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No,Established (13-36m),0,0,19.73,0.8200000000000003,Low_Value
Female,No,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,Veteran (61m+),6,1,83.9876923076923,0.8623076923076951,High_Value
Female,No,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,New (0-12m),2,1,37.0625,-3.9125000000000014,Low_Value
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.0,6782.15,No,Veteran (61m+),6,1,94.19652777777776,-2.1965277777777743,Top_Value
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,No,Veteran (61m+),6,1,90.42291666666668,-0.6229166666666686,High_Value
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,Veteran (61m+),6,1,117.72916666666669,-1.9291666666666745,Top_Value
Male,No,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No,Loyal (37-60m),5,0,85.8048076923077,-0.6548076923076991,High_Value
Male,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.0,No,New (0-12m),0,0,31.0,-6.149999999999999,Low_Value
Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,No,New (0-12m),3,0,70.53,-6.180000000000007,Medium_Value
Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1424.9,No,Veteran (61m+),0,1,20.954411764705885,-0.4544117647058847,Low_Value
Female,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,Veteran (61m+),3,0,103.44596774193548,-3.2959677419354705,Top_Value
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No,Veteran (61m+),5,1,87.63402777777777,-1.5840277777777771,High_Value
Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,Yes,New (0-12m),1,0,50.8,0.0,Medium_Value
Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,No,Veteran (61m+),3,0,89.37272727272727,-0.3727272727272748,High_Value
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,Veteran (61m+),6,1,65.55208333333333,-0.7520833333333314,Medium_Value
Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,No,Established (13-36m),0,1,17.588461538461537,2.2115384615384635,Low_Value
Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,No,Veteran (61m+),3,1,90.9734375,2.426562500000003,Top_Value
Male,Yes,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,Established (13-36m),1,0,73.175,0.4750000000000085,High_Value
Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,Yes,New (0-12m),3,0,102.46666666666664,-7.36666666666666,Top_Value
Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes,Established (13-36m),2,1,95.66136363636365,-1.0113636363636402,Top_Value
Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,Yes,New (0-12m),2,0,79.7875,0.8125,High_Value
Male,No,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No,Veteran (61m+),2,1,37.7008064516129,1.2991935483871018,Medium_Value
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,104.3,No,New (0-12m),0,0,20.86,-0.3599999999999994,Low_Value
Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Yes,Loyal (37-60m),1,0,86.18050847457627,-0.6305084745762741,High_Value
Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,No,New (0-12m),0,0,40.41666666666666,-14.016666666666666,Low_Value
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,Veteran (61m+),4,1,97.44305555555556,0.7569444444444571,Top_Value
Male,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No,Loyal (37-60m),4,1,98.21052631578948,-0.6605263157894825,Top_Value
Male,No,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.1,No,Veteran (61m+),0,1,19.22878787878788,0.7212121212121225,Low_Value
Female,No,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,Loyal (37-60m),3,0,50.45666666666667,0.3433333333333266,Medium_Value
Male,No,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No,Loyal (37-60m),3,1,102.98555555555556,-3.285555555555561,Top_Value
Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,New (0-12m),1,1,37.98333333333333,-3.183333333333337,Low_Value
Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,Yes,Established (13-36m),5,0,105.51666666666668,-0.4166666666666714,Top_Value
Female,No,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,No,Loyal (37-60m),5,1,60.333333333333336,-0.1833333333333371,Medium_Value
Female,No,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,No,Loyal (37-60m),3,0,67.325,-2.575000000000003,Medium_Value
Male,No,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No,Established (13-36m),1,1,50.46060606060606,4.189393939393938,Medium_Value
Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes,New (0-12m),6,0,104.33,5.769999999999996,Top_Value
Male,Yes,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,No,Established (13-36m),0,1,19.392307692307693,-0.0923076923076919,Low_Value
Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,Yes,New (0-12m),2,0,82.925,0.9750000000000084,High_Value
Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No,Veteran (61m+),5,0,112.1141791044776,-0.8641791044775999,Top_Value
Female,No,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,No,Loyal (37-60m),2,1,36.36734693877551,-0.5673469387755148,Medium_Value
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,No,New (0-12m),0,0,20.05,0.0,Low_Value
Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No,New (0-12m),2,0,87.09285714285714,-2.7428571428571478,High_Value
Female,Yes,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,Established (13-36m),5,1,105.83703703703704,4.662962962962965,Top_Value
Male,No,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,No,Loyal (37-60m),2,1,87.77162162162162,3.428378378378383,Top_Value
Female,No,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes,Veteran (61m+),4,0,98.65634920634922,1.893650793650778,Top_Value
Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,No,Established (13-36m),3,0,91.06451612903226,-1.764516129032259,High_Value
Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes,Loyal (37-60m),4,1,100.358,3.4920000000000044,Top_Value
Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No,Established (13-36m),1,1,81.8515625,-0.7515625000000057,High_Value
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes,New (0-12m),0,0,24.6,0.0,Low_Value
Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No,Veteran (61m+),1,1,78.81111111111112,2.3888888888888857,High_Value
Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,Established (13-36m),3,1,89.32333333333332,4.976666666666674,Top_Value
Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No,Veteran (61m+),6,1,117.04999999999998,-0.9499999999999886,Top_Value
Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,No,Loyal (37-60m),4,0,107.2122641509434,-1.6622641509434004,Top_Value
Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes,New (0-12m),4,1,93.4125,5.487499999999997,Top_Value
Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No,Loyal (37-60m),3,1,98.298,-3.897999999999982,Top_Value
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,No,New (0-12m),0,0,13.775,5.725,Low_Value
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes,New (0-12m),3,1,102.61111111111111,-4.311111111111117,Top_Value
Male,No,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes,Established (13-36m),3,0,95.62647058823528,-1.7764705882352985,Top_Value
Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,Loyal (37-60m),5,1,108.36875,-2.768749999999997,Top_Value
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,Veteran (61m+),5,1,80.57611940298509,0.7738805970149087,High_Value
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes,New (0-12m),3,0,102.06666666666666,-1.5666666666666629,Top_Value
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No,New (0-12m),1,0,58.7125,-2.3125,Medium_Value
Male,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,Established (13-36m),3,1,64.83421052631579,0.5157894736842081,Medium_Value
Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No,New (0-12m),0,0,21.3625,-1.4125000000000014,Low_Value
Female,No,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No,Veteran (61m+),5,0,112.45281690140844,-1.2028169014084398,Top_Value
Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,New (0-12m),1,0,68.865,3.985,High_Value
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,Established (13-36m),2,1,85.88666666666667,3.1133333333333297,High_Value
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,Veteran (61m+),4,1,109.00694444444444,-2.9069444444444485,Top_Value
Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,No,New (0-12m),0,1,22.25,-2.1999999999999997,Low_Value
Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,Veteran (61m+),0,1,24.984722222222224,0.215277777777775,Low_Value
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,New (0-12m),0,0,73.55,0.0,High_Value
Female,Yes,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,Established (13-36m),1,1,71.45869565217392,3.9413043478260894,High_Value
Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,Veteran (61m+),6,1,66.77013888888888,-1.2201388888888829,Medium_Value
Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No,Established (13-36m),1,0,84.34615384615384,-3.6461538461538368,High_Value
Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No,Established (13-36m),5,0,106.63809523809525,-2.0880952380952493,Top_Value
Male,No,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,No,Loyal (37-60m),0,1,25.098333333333336,-0.9483333333333376,Low_Value
Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,No,New (0-12m),0,0,21.279166666666665,-0.8291666666666657,Low_Value
Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No,Established (13-36m),0,0,74.3375,1.0625,High_Value
Female,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,Veteran (61m+),4,1,75.97063492063492,3.729365079365081,High_Value
Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,Established (13-36m),2,0,82.76818181818182,-1.068181818181813,High_Value
Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,Established (13-36m),5,1,75.1296875,1.1703124999999943,High_Value
Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,New (0-12m),1,0,68.35000000000001,11.049999999999995,High_Value
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes,Established (13-36m),2,0,73.25384615384615,7.896153846153851,High_Value
Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,Veteran (61m+),4,1,103.52132352941176,0.2286764705882404,Top_Value
Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,Established (13-36m),2,0,84.60166666666667,1.8483333333333287,High_Value
Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,Established (13-36m),1,1,75.803125,-0.703125,High_Value
Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,Established (13-36m),2,1,80.33636363636363,0.2636363636363654,High_Value
Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No,Veteran (61m+),0,1,18.12222222222222,1.1777777777777807,Low_Value
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,New (0-12m),1,0,90.025,-5.425000000000011,High_Value
Female,No,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,New (0-12m),2,0,36.2875,-2.6875,Low_Value
Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,New (0-12m),1,0,77.0125,6.237499999999997,High_Value
Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,Yes,New (0-12m),1,0,72.41666666666667,6.633333333333326,High_Value
Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,Veteran (61m+),5,1,109.52153846153846,-1.471538461538458,Top_Value
Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,No,Established (13-36m),0,0,21.363333333333333,-1.4633333333333347,Low_Value
Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,No,Established (13-36m),0,1,22.147916666666664,-1.0979166666666629,Low_Value
Female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,Established (13-36m),1,0,29.4,0.75,Low_Value
Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,Established (13-36m),1,1,83.375,-3.5250000000000057,High_Value
Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,Veteran (61m+),6,1,68.32916666666667,-2.8291666666666657,Medium_Value
Female,No,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,Loyal (37-60m),4,1,104.55185185185184,-0.4518518518518561,Top_Value
Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,New (0-12m),0,1,71.93333333333334,2.466666666666669,High_Value
Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,No,New (0-12m),0,0,19.4,1.1000000000000014,Low_Value
Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,Established (13-36m),2,0,90.5171875,0.8328124999999886,Top_Value
Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes,Established (13-36m),3,0,97.02285714285716,2.0271428571428487,Top_Value
